Time[GMT],current_u[cm/s](10m),current_v[cm/s](10m),current_u[cm/s](14m),current_v[cm/s](14m),current_u[cm/s](18m),current_v[cm/s](18m),current_u[cm/s](22m),current_v[cm/s](22m),current_u[cm/s](26m),current_v[cm/s](26m),current_u[cm/s](30m),current_v[cm/s](30m),current_u[cm/s](34m),current_v[cm/s](34m),current_u[cm/s](38m),current_v[cm/s](38m),current_u[cm/s](42m),current_v[cm/s](42m),current_u[cm/s](46m),current_v[cm/s](46m),current_u[cm/s](50m),current_v[cm/s](50m),current_u[cm/s](54m),current_v[cm/s](54m),current_u[cm/s](58m),current_v[cm/s](58m),current_u[cm/s](62m),current_v[cm/s](62m)
2013/11/21 15:00,-3.37,9.32,-3.87,8.54,-3.65,8.19,-3.3,7.36,-3.58,6.23,-2.74,5.54,-3.44,5.43,-3,5.36,-3.26,5.17,-3.26,6.22,-4.38,5.77,-4.46,5.01,-4.96,4.24,-4.61,4.13
2013/11/21 16:00,-3.43,5.75,-3.74,4.71,-4.01,5.26,-4.54,5.62,-4.77,6.38,-4.74,6.6,-6.7,7.89,-7.46,7.97,-8.09,9.03,-9.21,8.58,-10.32,8.45,-9.22,6.91,-9.24,4.91,-9.34,4.57
2013/11/21 17:00,-5.34,2.76,-5.63,2.67,-5.49,1.88,-6.45,2.63,-7.71,2.66,-8.01,2.26,-8.18,1.79,-8.93,2.18,-12.41,3.32,-14.59,4.64,-15.58,5.48,-17.15,4.79,-18.29,4.76,-17.76,4.4
2013/11/21 18:00,-3.13,-3.78,-3.56,-3.39,-3.68,-3.01,-3.89,-3.7,-4.77,-4.59,-5.16,-5.34,-6.07,-4.78,-8.59,-4.4,-10.4,-3.6,-12.87,-2.37,-14.1,-2.11,-13.71,-1.68,-12.91,-1.54,-12.31,-3.87
2013/11/21 19:00,-5.43,-4.8,-6.89,-4.83,-5.89,-5.36,-6.48,-6.16,-9.32,-7.14,-10.17,-8.13,-11.23,-7.41,-12.48,-5.7,-14.58,-3.62,-16.33,-4.05,-17.35,-3.11,-16.97,-2.99,-14.89,-2.25,-13.48,-3.81
2013/11/21 20:00,5.02,-9.24,3.92,-9.05,1.7,-9.31,0.37,-9.4,-2.17,-11.02,-3.92,-12.49,-4.54,-11.84,-5.03,-10.22,-6.69,-9.26,-7.31,-6.52,-7.9,-5.97,-7.81,-6.26,-5.85,-8.9,-5.29,-11.76
2013/11/21 21:00,5.79,-12.77,5.92,-13.56,4.92,-13.03,3.16,-11.37,1.2,-11.45,-1.34,-10.66,-3.64,-10.32,-4.79,-9.31,-6,-8.42,-6.56,-6.61,-7.58,-5.98,-8.05,-6.85,-7.94,-8.91,-8.34,-11.02
2013/11/21 22:00,3,-17.69,1.38,-18.19,0.69,-17.98,0.65,-17.16,0.37,-16.62,0.22,-16.45,-1.64,-16.19,-3.39,-14.21,-5.48,-12.86,-6.79,-12.01,-7.14,-12.22,-7.49,-13.79,-7.71,-14.8,-8.08,-17.01
2013/11/21 23:00,10.4,-11.46,11.02,-11.06,9.41,-10.93,8.14,-9.54,7.52,-9.2,6.59,-8.23,5.39,-7.03,4.13,-5.64,3.19,-5.3,2.22,-4.86,1.9,-4.86,1.27,-4.84,0.72,-5.43,-0.28,-7.3
2013/11/22 0:00,13.51,-2.46,13.49,-3.09,12.24,-2.74,11.53,-3.17,11.61,-2.41,10.78,-1.73,9.78,-1.19,8.56,-0.31,8.43,0.48,7.36,0.89,7.92,0.43,7.65,-0.07,6.59,-1.02,5.42,-2
2013/11/22 1:00,10.82,-3.59,10.13,-2.34,9.89,-1.58,9.95,-1.77,9.53,-1.06,9.48,-0.55,8.96,0.44,8.97,0.76,7.6,0.13,7.21,-1.35,7.39,-1.92,7.66,-2.47,6.34,-3.29,4.93,-2.78
2013/11/22 2:00,6.19,-0.41,5.62,-0.58,5.48,-1.15,5.52,-0.61,4.58,-0.27,4.45,-0.52,4.23,-0.49,4.46,-0.21,4.14,-0.2,3.47,-0.4,2.79,0.12,2.2,0.67,1.16,0.67,-0.21,0.35
2013/11/22 3:00,8.12,-0.24,7.37,-0.15,6.99,0.05,7.07,0.49,6.85,0.52,6.13,0.83,5.45,0.31,5.25,-0.07,5.57,-0.08,5.12,-0.32,5.1,0.41,3.9,1.61,2.33,2.28,-0.61,2.32
2013/11/22 4:00,6.02,4.25,5.98,3.71,4.82,4.09,4.79,4.18,4.31,5.4,4,5.72,3.21,5.58,2.87,6,2.27,4.88,2,4.06,1.95,3.21,1.72,2.93,1.23,3.51,0.82,3.81
2013/11/22 5:00,2.15,-0.18,1.59,0.28,1.02,0.42,1.58,1.32,-0.18,1.62,-0.3,3.04,-1.63,3.27,-4.34,3.59,-5.31,2.66,-6.39,1.08,-6.68,-0.05,-6.59,-0.34,-7.12,-0.3,-7.25,-0.23
2013/11/22 6:00,3.1,-6.37,3.65,-8.19,3.06,-7.95,1.8,-6.56,0.33,-7.22,-1.49,-9.14,-2.5,-8.92,-3.14,-7.86,-4.11,-7.43,-4.01,-7.4,-4.37,-7.93,-4.45,-8.37,-4.58,-9.66,-4.43,-9.09
2013/11/22 7:00,4.3,-6.53,3.94,-5.7,3.81,-5.95,3.45,-6.16,4.09,-5.86,5.36,-5.58,6.23,-5.31,5.33,-4.44,4.64,-4.23,3.9,-4.87,3.26,-4.86,2.63,-6.2,2.35,-7.33,2.16,-7.39
2013/11/22 8:00,-2.33,-5.73,-3.3,-5.61,-3.85,-5.88,-3.9,-5.37,-4.58,-5.9,-4.64,-6.02,-5.25,-6.42,-5.98,-6.43,-7.28,-6.3,-8.75,-6.96,-9.94,-7.85,-11.53,-8.13,-11.95,-8.46,-12.23,-8.23
2013/11/22 9:00,5.44,-6.49,5.07,-5.98,5.61,-5.71,5.25,-6.24,5.17,-5.63,5.08,-5.66,3.69,-6.92,0.99,-7.33,-1.09,-7.03,-3.15,-8.18,-3.7,-7.72,-4.75,-7.73,-5.46,-8.15,-5.75,-8.55
2013/11/22 10:00,7.13,-7.23,6.14,-7.43,6.33,-7.37,6.19,-6.89,5.94,-7.8,6.06,-8.19,5.4,-9.12,5.2,-8.45,4.54,-8.02,4.02,-7.34,3.13,-7.51,1.07,-7.93,-0.24,-8.44,-1.45,-8.6
2013/11/22 11:00,8.6,-5.21,8.01,-6.02,8.89,-6.17,9.83,-6.51,10.18,-6.61,10.11,-6.74,10.07,-7.27,10.02,-7.81,9.96,-7.62,9.87,-8.69,8.75,-9.14,7.86,-9.62,7.59,-10.12,6.59,-9.59
2013/11/22 12:00,8.22,-3.97,7.99,-2.89,8.91,-2.82,9.5,-3.37,9.94,-4.8,10.19,-5.98,9.58,-6.38,9.22,-6.91,9.18,-7.13,7.81,-9.12,8.25,-9.19,8.09,-9.34,7.79,-9.75,6.68,-9.88
2013/11/22 13:00,5.05,-1.8,5.02,-1.71,5.39,-2.22,4.57,-1.95,5.2,-1.97,5.34,-2.76,6.45,-2.63,7.3,-3,7.93,-3.01,7.56,-3.86,6.68,-3.71,5.63,-3.72,5.67,-3.5,5.15,-2.82
2013/11/22 14:00,8.69,2.34,8.33,1.5,8.88,0.73,8.55,1.46,8,2.24,7.83,1.77,8.08,1.63,8.23,1.47,8.16,1.35,7.72,1.42,7.02,1.31,6.57,1.07,6.71,0.27,6.23,-0.19
2013/11/22 15:00,7.21,0.01,6.75,0.5,6.82,0.62,7.01,0.68,6.86,-0.2,5.73,-1.28,4.18,-2.38,3.13,-3.75,3.09,-4.28,2.76,-4.59,3.73,-5.03,3.34,-5.46,2.36,-5.66,1.37,-5.85
2013/11/22 16:00,7.43,7.5,6.42,7.4,6.08,6.46,5.69,6.34,4.26,4.54,3.64,3.83,2.92,3.09,1.37,2.72,0.5,2.45,0.55,1.63,-0.16,1.21,-0.24,0.45,-0.53,0.36,-0.2,0.67
2013/11/22 17:00,3.95,4.87,2.77,4.61,2.33,4.69,0.38,3.88,-1.64,2.64,-2.81,1.65,-3.62,0.57,-4.96,0.16,-5.18,-0.85,-5.68,-0.9,-6.17,-1.36,-6.49,-1.36,-6.77,-1.44,-7.43,-1.02
2013/11/22 18:00,4,-0.76,3.59,-0.79,2.05,-1.57,0.14,-2.15,-1.89,-3.4,-2.32,-4.05,-3.65,-4.46,-4.21,-5.05,-4.55,-5.99,-4.84,-6.4,-5.22,-6.2,-6.08,-6.46,-6.58,-6.19,-7.25,-6.4
2013/11/22 19:00,3.64,-5.06,2.45,-5.63,1.03,-6.8,-0.6,-7.61,-1.7,-8.47,-2.93,-8.53,-3.5,-8.39,-4.49,-8.59,-4.99,-8.64,-5.47,-8.78,-4.69,-9.28,-5.89,-10.16,-6.46,-10.34,-7.93,-9.64
2013/11/22 20:00,6.79,-7.86,4.5,-8.56,2.79,-8.77,0.67,-9.73,-0.96,-10.54,-1.78,-10.58,-2.44,-10.47,-3.16,-9.85,-3.79,-9.84,-4.17,-9.95,-4.58,-9.98,-5.25,-10.18,-6.63,-9.77,-7.32,-9.24
2013/11/22 21:00,3.32,-13.94,1.56,-13.64,0.36,-14.53,-0.59,-13.46,-2.23,-13.23,-3.39,-12.85,-4.92,-13.32,-4.92,-13.32,-4.67,-13.45,-4.99,-13.45,-4.86,-13.51,-5.28,-13.85,-5.99,-14.27,-5.95,-14.05
2013/11/22 22:00,5.74,-11.94,4.96,-11.76,4.35,-11.84,3.62,-13.22,2.74,-14.43,2.54,-14.8,0.98,-15.18,0.05,-15.56,-0.7,-15.17,-1.04,-15.06,-0.74,-15.7,-1.15,-15.41,-0.55,-14.28,-0.29,-14.1
2013/11/22 23:00,2.13,-3.53,4.41,-4.51,6.67,-5.07,6.36,-5.06,6.27,-4.78,6.89,-5.11,6.22,-5.63,5.47,-6.27,4.44,-5.96,3.79,-6.58,3.43,-7.11,3.39,-7.33,2.87,-9.06,1.38,-12.02
2013/11/23 0:00,3.45,0.01,3.47,-0.4,5.51,-0.93,6.56,-1.97,6.15,-1.99,6.1,-2.84,5.65,-3.08,5.27,-3.2,4.86,-2.91,4.63,-3.18,4.6,-3.09,4.44,-3.24,2.84,-4.15,0.72,-6.47
2013/11/23 1:00,4.02,-4.94,4.93,-5.18,5.54,-4.79,5.16,-4.91,5.31,-4.02,5.07,-4.62,5.65,-4.44,5.85,-3.75,5.74,-3.37,6.02,-3.28,5.58,-3.21,4.63,-3.18,3.76,-3.76,4.02,-3.58
2013/11/23 2:00,4.29,-4.44,4.42,-4.19,5.46,-4.19,5.08,-4.3,4.57,-4.35,4.09,-4.5,4.37,-4.73,4.22,-5.61,4.04,-5.35,4.24,-4.98,3.99,-3.48,3.39,-2.2,3.02,-3.05,1.59,-1.08
2013/11/23 3:00,2.96,0.59,3.04,1.35,3.35,1.34,3.2,1.5,3.33,1.44,4.34,1.54,4.61,2.04,4,1.96,3.5,0.86,3.15,0.65,3.54,0.04,2.97,2.27,1.95,4.57,0.39,5.56
2013/11/23 4:00,1.26,1.01,0.63,1.34,-0.14,2.15,-0.05,1.87,-0.67,0.84,-0.56,0.46,-0.82,-0.04,0.43,-0.71,0.32,-1.05,0.65,-0.74,0.09,-0.29,0.23,0.28,0.18,2.15,-0.6,3.68
2013/11/23 5:00,-2.31,1.07,-3.37,1.79,-2.99,1.91,-3.28,2.87,-2.93,3.08,-2.42,3.13,-1.36,3.77,-1.43,4.69,-0.75,5.52,-1.39,6.27,-1.5,5.61,-1.46,3.74,-1.62,3.58,-2.59,4.02
2013/11/23 6:00,-2.31,-2.69,-1.79,-3.37,-2.5,-3.8,-3.31,-3.52,-3.19,-3.59,-2.79,-3.88,-3.4,-4.6,-2.49,-4.52,-2.27,-4.56,-2.35,-4.27,-2.55,-4.65,-2.09,-5.14,-1.99,-5.11,-1.68,-5.11
2013/11/23 7:00,-1.75,-9.32,-1.85,-9.35,-2.12,-10.16,-2.64,-10.85,-3.34,-10.96,-3.86,-10.28,-4.16,-10.68,-3.85,-11.01,-3.39,-11.49,-2.61,-11.99,-2.48,-12.05,-2.56,-11.13,-2.98,-10.43,-3.82,-8.7
2013/11/23 8:00,-3.11,-7.96,-2.86,-6.73,-4.42,-7.42,-5.84,-7.22,-6.13,-7.31,-6.81,-6.79,-6.72,-6.76,-6.18,-6.8,-5.21,-8.6,-5.01,-9.27,-4.75,-10.13,-4.34,-10.42,-4.08,-10.24,-4.06,-9.29
2013/11/23 9:00,-5.07,-11.8,-4.59,-10.29,-5.06,-10.12,-5.13,-10.25,-4.79,-10.67,-4.46,-10.04,-4.69,-10.32,-5.53,-11,-5.17,-11.83,-4.48,-12.35,-4.09,-11.92,-4.3,-12.61,-4.9,-12.69,-4.01,-12.2
2013/11/23 10:00,8.71,-13.44,8.06,-12.7,8.29,-12.42,8.14,-12.26,8.15,-12.98,8.26,-13.68,7.52,-14.33,6.95,-14.19,5.71,-14.57,5.18,-15.57,6.13,-15.59,6.95,-15.55,7.87,-14.12,6.59,-14.72
2013/11/23 11:00,-2.16,-10.38,-2.31,-10.22,-2.43,-11.2,-2.32,-11.9,-1.86,-11.02,-1.39,-11.19,-1.6,-10.84,-2.12,-11.21,-3.49,-11.84,-3.18,-11.85,-3.25,-12.29,-3.37,-13.26,-2.72,-13.69,-2.61,-14.39
2013/11/23 12:00,-1.98,-3.11,-0.99,-2.92,-0.95,-2.7,-2.4,-2.41,-4.03,-2.9,-5.61,-2.86,-5.53,-3.47,-5.46,-3.34,-4.74,-3.65,-4.52,-3.68,-3.49,-4.31,-2.56,-4.97,-1.77,-5.14,-2.16,-5.58
2013/11/23 13:00,3.09,-6.69,4.44,-5.96,6.19,-6.58,8.71,-8.32,9.63,-9.6,10.41,-10.1,10.36,-9.27,10.26,-8.58,8.94,-8.04,8.99,-7.5,7.49,-7.75,6.45,-8.8,4.94,-9.99,4.29,-10.61
2013/11/23 14:00,4.51,-12.01,6.19,-13.06,6.43,-12.47,6.23,-11.48,5.44,-11.3,4.27,-11.56,3.72,-10.78,4.16,-10.86,4.55,-10.11,4.12,-9.72,2.87,-9.06,1.52,-7.69,0.02,-6.58,-1.13,-5.89
2013/11/23 15:00,9.26,-11.81,10.59,-13.08,8.28,-11.69,7.7,-12.18,5.57,-11.37,4.37,-12.57,4.16,-11.9,4.66,-12.17,6.07,-12.68,5.43,-11.93,4.14,-9.09,2.18,-7.8,0.89,-6,-0.04,-4.3
2013/11/23 16:00,0.67,-16.21,0.61,-16.02,0.7,-17.35,1.07,-16.82,1.82,-15.86,1.69,-14.75,1.46,-13.67,1.6,-11.74,0.96,-11,0.01,-10.98,-0.35,-10.15,-0.46,-9.45,-0.93,-7.92,-0.43,-5.78
2013/11/23 17:00,6.08,-8.6,4.26,-9.15,3.22,-9.16,3.51,-9.07,3.9,-8.32,4.05,-7.44,4.5,-7.2,4.85,-7.3,5.28,-6.33,4.67,-5.68,4.67,-5.68,3.24,-5.81,3.17,-4.89,3.54,-3.73
2013/11/23 18:00,5.08,-11.83,5.26,-11.05,5.32,-11.24,5.61,-9.79,4.61,-10.3,4.19,-12,3.63,-11.86,4.07,-11.62,2.5,-11.26,1.65,-11.21,1.42,-10.13,1.47,-9.59,1.05,-8.57,1.37,-7.21
2013/11/23 19:00,-0.86,-9.15,-0.84,-9.56,-0.11,-9.55,-0.49,-9.35,-1.39,-10.15,-1.97,-10.33,-1.98,-9.6,-2.11,-9.85,-2.97,-9.8,-4.65,-10.1,-5.5,-10.05,-6.93,-9.13,-7.19,-7.95,-7.6,-6.61
2013/11/23 20:00,0.62,-21.87,1.12,-23.5,1.46,-23.92,2.44,-23.72,3.49,-22.36,3.82,-21.73,2.84,-21.93,1.37,-22.27,1.59,-22.31,0.86,-22.32,0.82,-21.5,0.75,-20.58,-0.18,-19.92,-1.23,-19.93
2013/11/23 21:00,6.16,-15.69,4.24,-16.27,2.52,-15.44,1.61,-16.55,1.79,-16.81,1.94,-17.29,1.45,-16.71,0.82,-16.37,1.07,-16.51,0.73,-16.4,0.71,-15.99,0.61,-16.02,0.45,-16.18,0.49,-15.96
2013/11/23 22:00,6.56,-18.38,5.53,-20.48,5.82,-20.39,5.07,-18.63,4.26,-18.04,3.51,-16.28,2.61,-14.36,1.31,-14.55,0.45,-14.82,-0.17,-14.17,-1.27,-13.98,-1.7,-13.59,-0.99,-12.85,-1.1,-12.47
2013/11/23 23:00,13.39,-18.49,13.63,-18.94,13.6,-18.85,12.39,-17.96,13.58,-17.39,13.42,-17.54,12.69,-16.2,11.45,-16.26,11.07,-15.02,9.68,-13.88,9.08,-13.96,8.35,-13.97,8.33,-13.56,8.48,-12.36
2013/11/24 0:00,10.21,-10.47,10.16,-11.01,9.7,-11.88,8.64,-11.16,9.07,-10.51,8.14,-9.54,7.55,-10.34,6.97,-9.47,7.02,-8.94,7.4,-7.46,7.65,-5.19,7.37,-3.92,7.77,-2.85,8.77,-3.38
2013/11/24 1:00,16.68,-4.63,16.99,-5.99,16.22,-5.18,15.76,-4.7,15.82,-4.89,14.78,-3.53,14.27,-2.54,13.29,-2.42,12.22,-2.01,11.47,-1.93,12.49,-1.51,12.25,-2.11,12.5,-0.88,13.41,-1.44
2013/11/24 2:00,8.87,-10.88,8.27,-10.96,7.05,-10.39,5.64,-10.93,4.46,-11.18,4.84,-11.38,4.69,-11.22,5.25,-11.36,5.24,-10.63,6.47,-10.57,6.61,-10,6.61,-10,6.92,-9.28,6.67,-9.15
2013/11/24 3:00,16.77,-2.19,15.2,-3.2,14.72,-3.34,15.15,-3.73,13.7,-3.76,13.09,-4.16,13.06,-4.06,13.35,-3.66,13.19,-3.81,12.46,-3.82,11.65,-2.19,11.15,-1.92,10.22,-1.27,9.3,-1.34
2013/11/24 4:00,16.13,-6.57,14.11,-6.14,14.11,-6.14,16.07,-6.38,17.38,-6.92,17.91,-6.24,18.58,-5.72,19.66,-4.45,20.42,-4.53,20.53,-3.87,19.47,-3.14,17.43,-3.66,14.79,-3.22,12.87,-2.76
2013/11/24 5:00,13.13,-11.46,13.38,-11.28,14.4,-11.18,16.25,-10.4,16.55,-10,14.84,-8.85,14.51,-8.11,14.61,-7.77,13.73,-6.26,12.63,-6.07,11.68,-6.05,10.61,-5.96,8.9,-5.85,6.94,-5.93
2013/11/24 6:00,15.03,-17.68,15.68,-15.7,16.35,-15.18,18.02,-14.46,18.63,-14.07,17.66,-12.27,15.4,-8.99,12.75,-6.14,12.03,-4.48,10.25,-4.81,9.4,-4.76,8.93,-4.59,8.2,-4.6,7.83,-4.4
2013/11/24 7:00,13.47,-19.1,13.48,-16.38,13.44,-15.24,11.39,-13.67,9.74,-11.66,11.41,-10.63,12.1,-10.52,10.85,-12.58,9.44,-14.47,8.69,-14.07,7.95,-12.31,6.93,-11.37,5.58,-10.74,4.23,-9.06
2013/11/24 8:00,7.26,-12.11,9.02,-12.4,9.54,-13.08,9.94,-12.33,10.22,-10.16,10.17,-9.65,9.14,-9.02,8.59,-9.29,6.8,-9.94,6.05,-10.91,5.16,-11.07,4.54,-11.79,4.41,-10.99,3.64,-10.18
2013/11/24 9:00,6.14,-14.96,5.16,-15.15,3.8,-14.84,4.77,-14.23,4.45,-11.82,2.61,-10.6,1.44,-10.85,0.46,-10.73,-0.2,-9.26,-1.14,-8.92,-1.6,-8.44,-1.64,-8.66,-1.29,-8.45,-1.18,-8.1
2013/11/24 10:00,17.01,-15.61,16.04,-15.17,15.78,-12.95,14.26,-14.15,13.52,-14.48,13.41,-14.1,14.75,-13.37,15.4,-12.75,16.18,-11.89,15.66,-11.21,15.22,-11.14,14.27,-11.11,12.82,-9.78,9.79,-8.41
2013/11/24 11:00,20.13,-14.87,18.7,-14.99,17.88,-15.03,18.4,-15.71,19.11,-16.33,19,-16.67,19.08,-16.23,19.57,-15.45,20.18,-15.37,20.11,-15.5,18.14,-15.89,16.29,-16.35,14.67,-16.85,13.71,-14.74
2013/11/24 12:00,10.14,-20.85,9.95,-21.95,9.32,-20.57,8.63,-21.73,7.91,-22.78,8.53,-21.76,8.11,-22.09,8.03,-22.85,8.19,-21.65,7.36,-20.65,7.49,-19.04,7.08,-18.02,6.06,-16.76,6.16,-15.37
2013/11/24 13:00,16.5,-15.66,14.65,-16.44,14.36,-16.52,13.21,-15.83,13.34,-15.58,13.35,-16.31,13.12,-16.9,12.95,-17.06,12.4,-16.6,12.78,-16.48,11.62,-16.11,10.73,-15.96,9.48,-15.61,11.14,-20.02
2013/11/24 14:00,15.94,-17.92,15.9,-15.74,14.58,-13.84,16.39,-13.6,17.32,-13.21,17.69,-12.37,16.75,-12.03,15.23,-12.18,14.29,-11.52,14.58,-10.08,12.7,-10.76,11.33,-10.03,10.63,-10.14,10.05,-9.27
2013/11/24 15:00,17.91,-9.69,18.32,-7.58,17.68,-7.56,15.74,-7.01,15.48,-7.19,14.25,-6.94,13.61,-6.19,13.55,-6,13.34,-5.33,12.59,-4.93,12.26,-4.2,11.55,-3.58,11.16,-2.65,10.85,-2.33
2013/11/24 16:00,11.18,-10.91,11.66,-10.45,12.66,-9.93,12.72,-8.76,12.25,-7.23,11.62,-8.26,10.81,-9.35,10.34,-8.86,10.32,-7.09,9.09,-5.8,8.02,-4.34,5.91,-3.94,4.13,-3.23,2.35,-3.25
2013/11/24 17:00,21.96,-3.43,22.14,-4,20.82,-3.46,20.2,-4.18,19.6,-4.26,17.57,-3.1,15.77,-3.02,14.2,-2.66,12.91,-2.22,12.87,-1.4,12.53,-1.29,12.39,0.86,10.97,2.41,10.37,4.74
2013/11/24 18:00,12.7,-4.27,12.43,-2.68,10.89,-0.75,11.56,-0.54,12.79,0.57,11.64,1.26,9.47,1.85,7.46,2.28,5.69,2.26,4.22,1.6,2.32,1.65,1.24,1.42,0.01,3.04,-0.42,3.43
2013/11/24 19:00,15.85,0.14,15.76,-0.93,15.75,-0.2,15.17,3.38,14.38,5.97,13.82,7.47,14.14,7.78,13.42,7.76,11.6,8.57,9.49,10.01,7.82,11.7,6.55,12.77,6.22,14.55,5.08,14.52
2013/11/24 20:00,10.25,-10.25,8.05,-10.61,6.95,-11.78,5.47,-12.76,3.98,-13.01,2.52,-13.03,2.04,-11.82,1.47,-9.59,-0.93,-8.23,-2.5,-6.2,-3.5,-5.67,-3.5,-3.27,-5.83,-0.42,-6.77,1.28
2013/11/24 21:00,14.34,-10.99,15.3,-11.74,15.76,-12.54,16.22,-14.07,15.58,-13.33,16.03,-11.73,15.48,-9.59,14.49,-7.39,13.45,-4.99,11.57,-2.63,10.03,0.03,8.21,3.24,5.62,7.26,3.26,10.2
2013/11/24 22:00,13.5,-13.02,12.09,-14.92,9.92,-15.69,9.86,-14.13,10.22,-11.2,9.57,-9.41,7.4,-8.82,6.57,-8.14,6.3,-5.92,6.75,-3.27,7.37,-1.2,6.87,1.47,6.37,4.14,6.54,5.97
2013/11/24 23:00,13.88,-9.14,12.24,-6.51,12.14,-5.49,12.68,-5.22,13.66,-5.34,13.81,-4.14,13.2,-3.49,11.98,-4.29,9.6,-3.34,8.36,-2.04,7.52,0.73,8.03,2.46,7.85,5.12,8.06,7.17
2013/11/25 0:00,20.26,-7.09,17.11,-8.78,17.06,-8.59,15.77,-5.74,15.85,-2.58,16.73,-1.37,17.15,0.33,18.01,0.59,18.16,2.52,18.49,4.5,19.72,6.97,20.76,9.38,22.12,11.78,23.23,10.55
2013/11/25 1:00,12.23,-0.34,12.75,-1.02,14.79,0.55,15.15,2.44,15.02,3.55,15.66,3.85,16.89,3.91,17.78,3.76,18.31,3.72,18.4,3.43,17.09,3.97,14.92,4.56,12.39,3.58,10.52,0.81
2013/11/25 2:00,20.55,-0.51,18.84,-1.77,17.78,-2.41,15.77,-3.02,13.91,-2.75,13.04,-2.29,12.9,-2.85,12.12,-3.72,12.35,-3.44,12.45,-3.1,13.27,-3.05,14.91,-1.92,16.52,-2.37,18.14,-0.52
2013/11/25 3:00,26.93,-2.22,25.58,-2.95,24.67,-3.75,25.34,-3.55,25.17,-2.97,24.09,-3.2,22.74,-3.92,20.84,-4.19,19.31,-4.34,18.97,-4.24,19.15,-3.45,19.08,-2.22,18.99,-3.29,18.01,-4.53
2013/11/25 4:00,44.64,-3.4,41.83,-4.46,40.96,-5.04,40.02,-5.02,39.08,-5.72,37.87,-6.2,36.65,-6.99,34.78,-8.08,33.76,-8.5,32.7,-8.09,31.03,-7.77,29.58,-7.48,26.94,-8.08,24.83,-7.68
2013/11/25 5:00,27.32,-2.84,24.47,-0.68,23.74,0.67,24.24,0.41,24.04,0.03,23.66,-0.09,23.36,-0.49,21.74,-2.03,19.25,-3.11,17.93,-2.57,15.98,-2.33,14.57,-1.82,14.05,-2.19,14.49,-2.58
2013/11/25 6:00,31.18,3.36,28.71,3.23,27.67,3.55,26.26,2.7,25.42,2.02,25.27,2.18,25.68,2.2,25.14,2.25,25.33,2.31,24.88,1.75,23.53,1.02,23.83,0.38,23.67,0.55,25.32,1.99
2013/11/25 7:00,24.47,3.09,23.73,2.76,23.3,2.11,24.15,3.1,23.88,3.64,23.13,4.04,22.11,3.62,21.16,2.6,19.46,2.71,17.47,2.73,16.37,4.27,14.96,5.1,14.28,5.62,13.27,5.84
2013/11/25 8:00,15.28,-1.08,13.89,-0.98,13.56,0.8,15.64,3.21,18.21,4.73,21.07,5.29,23.14,5.72,22.92,5.75,22.27,5.14,21.71,4.23,19.87,2.73,18.66,2.25,19.01,2.47,19.49,2.61
2013/11/25 9:00,13.35,-11.5,13.05,-10.54,12.1,-10.84,12,-10.87,12.31,-9.83,12.51,-8.41,13.85,-7.69,14.71,-7.42,15.1,-6.99,15.26,-7.15,15.29,-7.25,13.99,-7.12,13.8,-7.18,14.47,-6.97
2013/11/25 10:00,11.06,-11.89,9.9,-11.51,10.82,-11.44,11.88,-10.8,12.8,-10.41,13.19,-9.98,15.47,-9.91,16.03,-9.32,17.2,-9.07,18.51,-8.56,18.77,-8.38,19.73,-7.77,21.35,-7.59,21.7,-6.33
2013/11/25 11:00,21.89,-12.44,22.45,-11.54,22.46,-11.22,22.43,-11.13,22.77,-10.5,22.3,-10.02,21.96,-9.91,21.42,-9.87,22.57,-10.56,23.44,-11.34,24.8,-11.34,26.42,-12.21,27.44,-12.11,28.73,-11.19
2013/11/25 12:00,16.71,-14.65,15.25,-15,14.53,-13.65,15.81,-12.73,18.04,-13.52,19.95,-14.29,22.2,-14.13,22.55,-14.23,23.46,-14.47,24.71,-15.14,26.38,-14.1,25.86,-13.11,26.22,-10.18,26.05,-8.24
2013/11/25 13:00,21.99,-22.35,22.55,-21.76,23,-20.16,24.3,-18.61,26.73,-19.02,27.76,-19.33,28.93,-19.39,29.34,-18.32,30.96,-16.78,33.07,-15.82,32.49,-13.91,30.98,-12.07,28.9,-9.36,26.66,-5.44
2013/11/25 14:00,28.24,-15.42,27.98,-15.92,27.51,-15.75,26.79,-15.13,26.43,-14.61,25.92,-14.66,24.7,-14.09,24.26,-12.66,24.06,-13.03,23.02,-13.04,22.04,-11.88,19.99,-10.31,19.26,-8.96,17.92,-8.01
2013/11/25 15:00,22.89,-5.44,23.39,-5.71,23.23,-5.86,23.02,-4.15,23.21,-3.05,22.54,-2.94,22.9,-3.77,22.72,-4.55,20.81,-4.1,19.64,-4.03,17.85,-3.33,16.1,-2.71,14.13,-1.75,12.39,-0.5
2013/11/25 16:00,27.63,-2.12,28.12,-2.7,28.45,-2.07,26.99,-2.1,27.81,-2.37,26.69,-2.82,25.93,-2.74,24.18,-3.17,23.49,-2.96,22.98,-3.01,21.66,-2.79,20.55,-1.87,17.99,-1.72,16.04,0.2
2013/11/25 17:00,26.34,-1.67,26.43,-3,26.29,-2.52,25.35,-0.82,25.44,0.25,24.38,0.97,23.16,2.58,21.22,3.45,20.61,4.42,20.13,5.63,18.78,6.99,17.03,7.92,14.17,10.08,12.32,10.67
